id;uri;artist;song;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;this_timesignature
1xtBkqVabTrlCteuQ7Z0LC;spotify:track:1xtBkqVabTrlCteuQ7Z0LC;a-ha;A-Ha;0.651;0.831;0;-4.963;1;0.0356;0.00304;0;0.262;0.565;119.959;212987;4
6ytZECedDqFmfyuoRMnaJQ;spotify:track:6ytZECedDqFmfyuoRMnaJQ;a-ha;Have You Ever Heard A Love Song On Drill?;0.721;0.552;5;-5.532;1;0.301;0.36;0;0.267;0.544;143.11;245035;4
2Ik8wcShEHwNWGwrGCC45p;spotify:track:2Ik8wcShEHwNWGwrGCC45p;a-ha;A-ha;0.589;0.714;5;-6.476;0;0.0427;0.355;0.0114;0.201;0.249;75.012;168500;4
7htt7UuxHL5wneOcMWJP5E;spotify:track:7htt7UuxHL5wneOcMWJP5E;a-ha;Take On Me - MTV Unplugged;0.472;0.204;9;-13.419;1;0.0408;0.966;4.12e-05;0.69;0.296;129.504;253907;4
4o6BgsqLIBViaGVbx5rbRk;spotify:track:4o6BgsqLIBViaGVbx5rbRk;a-ha;You Make My Dreams (Come True);0.751;0.501;5;-12.151;1;0.0551;0.234;0.112;0.0467;0.902;167.057;190627;4
3rgGlNJHjw4UeGM03uAPB7;spotify:track:3rgGlNJHjw4UeGM03uAPB7;a-ha;A-ha;0.692;0.539;2;-8.971;0;0.0359;0.716;0.853;0.128;0.804;84.958;46665;4
5GMaaILYpTiAo1SAhvvBKi;spotify:track:5GMaaILYpTiAo1SAhvvBKi;a-ha;A Hand For Mrs. Claus;0.644;0.573;5;-6.804;0;0.0859;0.482;0;0.311;0.802;111.895;149000;4
7HeRc0FkeBvLxkV6xuq30P;spotify:track:7HeRc0FkeBvLxkV6xuq30P;a-ha;Do We Have A Problem? - Instrumental;0.862;0.315;1;-11.83;0;0.397;0.498;0.921;0.0987;0.279;119.961;207065;4
2n6dOLlgsefs2iCf1daCgJ;spotify:track:2n6dOLlgsefs2iCf1daCgJ;a-ha;A-Ha;0.604;0.925;6;-2.067;1;0.141;0.00294;0.0216;0.115;0.67;175.072;226169;4
2O1FP6A66cqXt4nj7qnmdJ;spotify:track:2O1FP6A66cqXt4nj7qnmdJ;a-ha;A Hard Rain's A-Gonna Fall;0.675;0.924;8;-6.932;1;0.0897;0.501;0.00485;0.13;0.874;125.352;319160;4
4Ce37cRWvM1vIGGynKcs22;spotify:track:4Ce37cRWvM1vIGGynKcs22;a-ha;Starving;0.728;0.616;4;-4.238;1;0.0645;0.378;0;0.105;0.508;99.962;181880;4
5G1sTBGbZT5o4PNRc75RKI;spotify:track:5G1sTBGbZT5o4PNRc75RKI;The Black Keys;Lonely Boy;0.356;0.872;2;-7.837;1;0.068;0.00417;0.00975;0.0997;0.607;166.3;193653;4
2Rl7RvM8RNEyCj1bLidnaJ;spotify:track:2Rl7RvM8RNEyCj1bLidnaJ;The Black Keys;Backseat;0.428;0.848;0;-4.543;1;0.344;0.371;0.000105;0.193;0.203;83.556;211286;3
5LCuFER5mMzL0fGNpClksf;spotify:track:5LCuFER5mMzL0fGNpClksf;The Black Keys;Sister;0.757;0.661;2;-5.908;1;0.0291;0.00191;5.77e-05;0.141;0.617;111.64;205187;4
5lN1EH25gdiqT1SFALMAq1;spotify:track:5lN1EH25gdiqT1SFALMAq1;The Black Keys;Gold on the Ceiling;0.505;0.833;0;-4.632;1;0.0475;0.00772;7.9e-05;0.069;0.565;130.121;224333;4
0BteLcimTI0usYZ2L2zQaZ;spotify:track:0BteLcimTI0usYZ2L2zQaZ;The Black Keys;Don’t Wanna Write This Song;0.507;0.452;2;-7.557;1;0.0377;0.19;0;0.0841;0.224;150.217;228640;4
4yffABDkB5A9flvr9vQFck;spotify:track:4yffABDkB5A9flvr9vQFck;The Black Keys;Howlin' for You;0.725;0.747;11;-5.545;1;0.0876;0.0272;0.0468;0.104;0.38;132.921;191956;4
7jmu6smJmTbwuos76ncNZ8;spotify:track:7jmu6smJmTbwuos76ncNZ8;The Black Keys;Black X White;0.658;0.599;6;-7.488;1;0.0367;0.124;0;0.124;0.485;75.01;186238;4
1PXsUXSM3LF2XNSkmIldPb;spotify:track:1PXsUXSM3LF2XNSkmIldPb;The Black Keys;Little Black Submarines;0.365;0.466;2;-7.514;1;0.0418;0.161;6.68e-06;0.106;0.487;95.163;251267;4
3C542UknrX76XSRXTyQ1Qg;spotify:track:3C542UknrX76XSRXTyQ1Qg;The Black Keys;Tighten Up;0.517;0.711;6;-5.84;0;0.0627;0.000763;7.15e-06;0.568;0.582;108.846;211336;4
25YlltWXRb9k7KbrEBRuhJ;spotify:track:25YlltWXRb9k7KbrEBRuhJ;The Black Keys;Lo/Hi;0.606;0.679;2;-7.445;1;0.0321;0.0151;0.000433;0.0962;0.707;122.016;177768;4
3Hx7RXqCS7Kzjy2ot2q1Gk;spotify:track:3Hx7RXqCS7Kzjy2ot2q1Gk;The Black Keys;Fever;0.609;0.674;9;-6.506;0;0.0355;0.00378;0.000302;0.129;0.743;127.541;246307;4
0e6Thg8anqABDgI9g4Sqwp;spotify:track:0e6Thg8anqABDgI9g4Sqwp;The Black Keys;Black Keys;0.462;0.471;1;-6.517;1;0.026;0.0147;0;0.147;0.353;75.033;228467;4
3xMQOd1C3TXsjQ3pmzOmkC;spotify:track:3xMQOd1C3TXsjQ3pmzOmkC;The Black Keys;Weight of Love;0.282;0.547;2;-8.621;1;0.0322;0.03;0.888;0.104;0.133;151.468;410187;4
15rzB9pYy9vOrbI8Lo0iXG;spotify:track:15rzB9pYy9vOrbI8Lo0iXG;The Black Keys;Don’t Wanna Write This Song - The Acoustic Sessions;0.429;0.458;2;-6.163;1;0.0346;0.732;0;0.108;0.506;148.337;245947;4
50ruR1ueH4wroJBpJOnjQS;spotify:track:50ruR1ueH4wroJBpJOnjQS;The Black Keys;Everlasting Light;0.77;0.64;4;-6.008;1;0.0416;0.0706;0.00374;0.325;0.738;90.7;205396;4
5lJUXSjRjevVy7I3P87wuK;spotify:track:5lJUXSjRjevVy7I3P87wuK;The Black Keys;Your Touch;0.532;0.768;4;-8.698;0;0.0551;0.8;2.01e-05;0.377;0.698;116.026;162587;4
6wDJfepTbKTD77PWL4lato;spotify:track:6wDJfepTbKTD77PWL4lato;The Black Keys;Backseat;0.428;0.848;0;-4.543;1;0.344;0.371;0.000105;0.193;0.203;83.556;211286;3
3dOAXUx7I1qnzWzxdnsyB8;spotify:track:3dOAXUx7I1qnzWzxdnsyB8;The Black Keys;Lonely Boy;0.356;0.872;2;-7.837;1;0.068;0.00417;0.00975;0.0997;0.607;166.3;193653;4
3330hwsEX0mH45tLpeMbOk;spotify:track:3330hwsEX0mH45tLpeMbOk;The Black Keys;12 Études, Op. 10: No. 5 in G-Flat Major "Black Keys" - Pt. 2;0.414;0.153;6;-24.18;1;0.0428;0.959;0.905;0.101;0.731;72.183;47360;3
365TSrFPqM66giaxJuafR3;spotify:track:365TSrFPqM66giaxJuafR3;The Black Keys;Shine A Little Light;0.44;0.719;8;-6.645;0;0.0445;0.0217;5.09e-06;0.0663;0.523;111.398;196777;4
3UD4sghkq8dHUwvKxln1nB;spotify:track:3UD4sghkq8dHUwvKxln1nB;The Black Keys;Dead and Gone;0.638;0.709;7;-5.464;0;0.039;0.00803;1.59e-06;0.335;0.913;143.984;221027;4
6T1HM2y4KgdPHKTeHpuedV;spotify:track:6T1HM2y4KgdPHKTeHpuedV;The Black Keys;Organ Grinder;0.598;0.969;9;-5.082;1;0.052;0.00421;0.409;0.368;0.25;94.879;262640;4
319zpJMCzpz50Uz0PsjlJN;spotify:track:319zpJMCzpz50Uz0PsjlJN;The Black Keys;I Got Mine;0.252;0.827;9;-6.336;1;0.0406;0.0292;0.508;0.173;0.475;157.725;239147;4
5HgAZuHFAU5qLLMYuIQkgq;spotify:track:5HgAZuHFAU5qLLMYuIQkgq;The Black Keys;Run Right Back;0.511;0.766;2;-5.445;0;0.0473;0.03;0.00752;0.221;0.632;79.963;197000;4
5h6etq1aoh4wUY7pRsSwst;spotify:track:5h6etq1aoh4wUY7pRsSwst;The Black Keys;Can't Tell Me Nothing - Remix feat. Young Jeezy;0.539;0.612;5;-6.701;0;0.0397;0.0105;0;0.613;0.0967;80.126;247547;4
4Yk7nkmqitDCycO0Z0UsKe;spotify:track:4Yk7nkmqitDCycO0Z0UsKe;The Black Keys;Crawling Kingsnake;0.384;0.827;5;-5.727;0;0.035;0.0421;0.526;0.111;0.502;86.12;368702;4
2Kl7l37sKdXequm0bXYt2X;spotify:track:2Kl7l37sKdXequm0bXYt2X;The Black Keys;She's Leaving Home;0.482;0.455;7;-9.565;1;0.026;0.619;5.21e-05;0.275;0.509;78.208;183133;4
2GuXIMRlaxVLcU0a5jacHw;spotify:track:2GuXIMRlaxVLcU0a5jacHw;The Black Keys;Go;0.478;0.666;1;-7.766;1;0.0566;0.0428;0.725;0.336;0.718;149.974;146597;4
3YZFMK3zwAGbCMZQGWY47J;spotify:track:3YZFMK3zwAGbCMZQGWY47J;The Black Keys;Poor Boy a Long Way From Home;0.404;0.924;11;-5.387;0;0.0701;0.00123;0.748;0.442;0.417;93.418;248511;4
1pwWrPxonLIE12WWu9NzgU;spotify:track:1pwWrPxonLIE12WWu9NzgU;The Black Keys;Turn Blue;0.647;0.465;6;-10.272;0;0.0245;0.258;0.149;0.111;0.243;94.035;222960;4
2mFnxVS2wZpqntPzZB17O1;spotify:track:2mFnxVS2wZpqntPzZB17O1;The Black Keys;Psychotic Girl;0.743;0.476;2;-8.599;0;0.0291;0.458;0.317;0.0691;0.493;80.998;250707;4
7Dd1v8u05vTL3py8d1a5ZA;spotify:track:7Dd1v8u05vTL3py8d1a5ZA;The Black Keys;Eagle Birds;0.512;0.78;11;-4.946;0;0.0409;0.0471;0.0242;0.0856;0.609;93.998;160543;4
7HuV3ALSphnI40QwKeddns;spotify:track:7HuV3ALSphnI40QwKeddns;The Black Keys;Soothing Baby Sleep Music;0.178;0.0286;6;-34.065;1;0.0343;0.951;0.922;0.0899;0.0378;76.39;86402;4
3PeDt4Q8YIFDRph5UhxAaA;spotify:track:3PeDt4Q8YIFDRph5UhxAaA;The Black Keys;Going Down South;0.475;0.762;11;-7.452;0;0.0391;0.0018;0.0493;0.285;0.619;113.682;228973;4
6x4YqB8PxY3wJy8bRqadhU;spotify:track:6x4YqB8PxY3wJy8bRqadhU;The Black Keys;Kiddie Grinder - Remix Version (Explicit);0.556;0.99;2;-3.167;1;0.107;1.55e-05;0.862;0.932;0.111;95.002;263467;4
0zo4T5c5VV42554ySEc5J6;spotify:track:0zo4T5c5VV42554ySEc5J6;The Black Keys;Gotta Get Away;0.475;0.836;4;-5.446;1;0.0529;0.0175;0;0.104;0.723;123.144;180173;4
5HPnumlogzZtpLEaORZjz1;spotify:track:5HPnumlogzZtpLEaORZjz1;The Black Keys;10 Lovers;0.606;0.638;3;-6.994;0;0.0339;0.0434;0.000247;0.0887;0.817;97.992;213227;4
2h2yfR5vMhmdfohtDp2bc5;spotify:track:2h2yfR5vMhmdfohtDp2bc5;The Black Keys;Black Keys;0.311;0.855;10;-1.936;0;0.0558;0.000637;0.0845;0.139;0.251;148.504;220760;4
1nIUgRxbi4aY4fV5A26Jrp;spotify:track:1nIUgRxbi4aY4fV5A26Jrp;The Black Keys;I'll Be Your Man;0.597;0.729;9;-3.35;1;0.0327;0.43;0.000281;0.167;0.712;120.086;140933;4
4yWWuAW3bywNtneUa4L6YJ;spotify:track:4yWWuAW3bywNtneUa4L6YJ;The Black Keys;Next Girl;0.531;0.793;1;-5.655;0;0.0306;0.0116;5.69e-05;0.113;0.228;87.001;197971;4
0vblqF5R4FyCAVBasjLGdu;spotify:track:0vblqF5R4FyCAVBasjLGdu;The Black Keys;Meet Me in the City;0.482;0.754;9;-5.486;1;0.0538;0.579;0.227;0.11;0.301;121.418;218467;4
65PE3GVXjkiQOTM7V7NbfY;spotify:track:65PE3GVXjkiQOTM7V7NbfY;The Black Keys;The Only One;0.417;0.704;1;-6.041;0;0.0365;0.514;0.0455;0.228;0.688;105.211;300611;4
7nl6fbpRrLAED8KR2pUgTp;spotify:track:7nl6fbpRrLAED8KR2pUgTp;The Black Keys;The Lengths;0.404;0.508;8;-5.893;0;0.0265;0.952;0.000807;0.164;0.278;143.911;294933;4
34qq4XQm7yGyV09JKgBGnY;spotify:track:34qq4XQm7yGyV09JKgBGnY;The Black Keys;The Black Keys Work (DJ-KiCKS);0.802;0.819;11;-10.763;1;0.0449;0.0172;0.82;0.0602;0.94;128.022;366093;4
52KT9rZ08EwZM80YJIbxFq;spotify:track:52KT9rZ08EwZM80YJIbxFq;The Black Keys;Sinister Kid;0.744;0.871;9;-5.411;1;0.0968;0.0985;0.113;0.271;0.874;139.661;224382;4
4AaPXm5NKGEwGdOJzuPnrL;spotify:track:4AaPXm5NKGEwGdOJzuPnrL;The Black Keys;She's Long Gone;0.346;0.899;11;-4.808;0;0.162;0.0153;0.0152;0.174;0.427;166.676;186001;4
0nGDEShPmfRvpzGE79tetY;spotify:track:0nGDEShPmfRvpzGE79tetY;The Black Keys;Destroyer;0.36;0.915;7;-3.271;1;0.111;0.000634;0.00012;0.406;0.371;130.343;213132;3
0MFhktFmyXF3rO1pNeNGDN;spotify:track:0MFhktFmyXF3rO1pNeNGDN;The Black Keys;Black X White - Arc North Remix;0.362;0.793;8;-6.973;0;0.371;0.0954;0;0.279;0.254;149.788;168004;4
17WB9HWP2bgPkYPoMDqhHZ;spotify:track:17WB9HWP2bgPkYPoMDqhHZ;The Black Keys;Pussy Appreciation Day;0.463;0.682;10;-4.648;1;0.0974;0.236;0;0.3;0.48;119.501;243507;3
7bXGQ5wTjtzKTlJKAmq2wR;spotify:track:7bXGQ5wTjtzKTlJKAmq2wR;The Black Keys;Don’t Wanna Write This Song;0.507;0.452;2;-7.557;1;0.0377;0.19;0;0.0841;0.224;150.217;228640;4
2cGxRwrMyEAp8dEbuZaVv6;spotify:track:2cGxRwrMyEAp8dEbuZaVv6;Julian Casablancas;Instant Crush (feat. Julian Casablancas);0.775;0.585;10;-9.516;0;0.0271;0.0422;0.619;0.077;0.518;109.942;337560;4
1ZwQZ0uasFP54ivamFLLhP;spotify:track:1ZwQZ0uasFP54ivamFLLhP;Julian Casablancas;11th Dimension;0.573;0.932;9;-2.862;1;0.0488;0.00152;0.0151;0.0643;0.376;125.486;245533;4
31u6rUeIEXGrYVoh10U7eu;spotify:track:31u6rUeIEXGrYVoh10U7eu;Julian Casablancas;Leave It In My Dreams;0.6;0.746;4;-4.696;0;0.0355;0.0226;0.0119;0.109;0.614;118.551;239442;4
4STVGbDlTVthOk76jRWAnH;spotify:track:4STVGbDlTVthOk76jRWAnH;Julian Casablancas;I Wish It Was Christmas Today;0.286;0.947;3;-4.561;1;0.0646;0.000626;0.369;0.063;0.3;167.564;191680;4
0EvSy0XrbY1RHswHv5maqy;spotify:track:0EvSy0XrbY1RHswHv5maqy;Julian Casablancas;Boombox;0.52;0.795;1;-3.452;1;0.345;0.177;0;0.107;0.394;67.875;193013;4
0Ih55K62jZIbeTysGHJkW0;spotify:track:0Ih55K62jZIbeTysGHJkW0;Julian Casablancas;Little Girl (feat. Julian Casablancas);0.54;0.912;1;-5.678;1;0.0376;0.000108;0.00298;0.134;0.839;146.033;272933;4
03ZbvOZPslTvSNUUtnmfHu;spotify:track:03ZbvOZPslTvSNUUtnmfHu;Julian Casablancas;Out of the Blue;0.451;0.888;8;-2.801;1;0.0402;0.000249;0.929;0.0558;0.608;111.647;283200;4
4WFcerMZkAIcIizZYXNNrb;spotify:track:4WFcerMZkAIcIizZYXNNrb;Julian Casablancas;Pink Ocean;0.594;0.889;2;-3.701;1;0.0407;0.343;0.599;0.385;0.646;96.986;326707;4
4JLw0L7XJ1C14r7dZ1dyev;spotify:track:4JLw0L7XJ1C14r7dZ1dyev;Julian Casablancas;No One There;0.692;0.746;8;-4.874;1;0.0408;0.0159;0.00134;0.109;0.942;125.012;249502;4
3YB9cvd668HXBEq8rbBW8P;spotify:track:3YB9cvd668HXBEq8rbBW8P;Julian Casablancas;Human Sadness;0.231;0.752;0;-4.744;1;0.046;0.231;0.781;0.113;0.115;122.901;656901;4
0hmxVkpxbcdHAXUoZ7DeCQ;spotify:track:0hmxVkpxbcdHAXUoZ7DeCQ;Julian Casablancas;Did My Best;0.533;0.794;1;-4.687;0;0.0371;0.154;0.888;0.106;0.623;120.207;296939;4
47Fp9HBOUEeTqPvy08a865;spotify:track:47Fp9HBOUEeTqPvy08a865;Julian Casablancas;Boy/Girl;0.345;0.934;9;-4.0;1;0.0697;1.04e-05;0.251;0.907;0.298;136.333;161593;4
4S5T3NPeWSPqgb3ElxL8MN;spotify:track:4S5T3NPeWSPqgb3ElxL8MN;Julian Casablancas;Alien Crime Lord;0.521;0.916;2;-6.231;0;0.05;0.0435;0.888;0.276;0.203;105.037;265489;4
5Uv745RQ6uXics2lpvypZy;spotify:track:5Uv745RQ6uXics2lpvypZy;Julian Casablancas;No One There (feat. Julian Casablancas);0.692;0.746;8;-4.874;1;0.0407;0.0159;0.00135;0.109;0.942;125.015;249502;4
4Ee6ZsyVepVsvObgYwzgH1;spotify:track:4Ee6ZsyVepVsvObgYwzgH1;Julian Casablancas;Permanent High School;0.534;0.827;7;-2.932;1;0.0987;0.0121;0.0621;0.117;0.649;123.952;253827;4
27mtEHKWjpvCWYz1XUXge5;spotify:track:27mtEHKWjpvCWYz1XUXge5;Julian Casablancas;Coul as a Ghoul;0.28;0.994;1;-0.283;1;0.36;0.000552;0.108;0.0834;0.659;194.252;161210;4
1kQ49uLi5h135LIfjQjnN1;spotify:track:1kQ49uLi5h135LIfjQjnN1;Julian Casablancas;Rave On;0.436;0.95;2;-4.834;1;0.068;0.22;0.00233;0.0677;0.781;156.132;118600;4
0tfvDUmADEEEqrPcRJNT29;spotify:track:0tfvDUmADEEEqrPcRJNT29;Julian Casablancas;Pyramid of Bones;0.376;0.944;4;-3.688;0;0.11;0.000354;0.122;0.11;0.529;140.432;268133;4
4ToqLTAjiYWIyLh6RjCWqL;spotify:track:4ToqLTAjiYWIyLh6RjCWqL;Julian Casablancas;Petit Metier - Cult Version by Julian Casablancas;0.481;0.79;7;-6.257;1;0.0418;0.426;0.4;0.249;0.329;105.225;205581;4
25FYpwvSt61i16hs8qvoqe;spotify:track:25FYpwvSt61i16hs8qvoqe;Julian Casablancas;Where No Eagles Fly;0.357;0.975;11;-2.419;0;0.21;0.0281;0.000196;0.117;0.438;155.127;224105;4
6pMRk6Tr05wmZSSINOqzE3;spotify:track:6pMRk6Tr05wmZSSINOqzE3;Julian Casablancas;QYURRYUS;0.637;0.869;1;-3.835;1;0.108;0.159;0.573;0.0832;0.604;103.892;172774;4
7zpHInsypgrnY9zTeCXtI4;spotify:track:7zpHInsypgrnY9zTeCXtI4;Julian Casablancas;ALieNNatioN;0.612;0.823;5;-5.144;0;0.0344;0.211;0.032;0.105;0.449;92.957;279840;4
6VFaZ3zgXaRbc79GRqhbBz;spotify:track:6VFaZ3zgXaRbc79GRqhbBz;Julian Casablancas;Wink;0.561;0.79;7;-4.817;1;0.0385;0.171;0;0.291;0.552;110.016;240133;4
1dxKI3HPHQjnxBCOj6O7FB;spotify:track:1dxKI3HPHQjnxBCOj6O7FB;Julian Casablancas;Left & Right in the Dark;0.485;0.952;0;-3.054;0;0.0442;0.00878;0.513;0.126;0.746;146.374;298880;4
5xXkyBtG1sNIhkpCIxF0Il;spotify:track:5xXkyBtG1sNIhkpCIxF0Il;Julian Casablancas;Lazy Boy;0.621;0.847;8;-4.467;1;0.0298;0.196;0.00332;0.136;0.64;101.032;211000;4
1WLqzoKgwFax8UnLPHfhzA;spotify:track:1WLqzoKgwFax8UnLPHfhzA;Julian Casablancas;The Eternal Tao 2.0;0.481;0.778;8;-4.022;1;0.0973;0.00634;1.1e-05;0.0906;0.438;135.448;326613;4
666G9IKVtzqtEI8UycG9CA;spotify:track:666G9IKVtzqtEI8UycG9CA;Julian Casablancas;4 Chords of the Apocalypse;0.307;0.672;5;-3.778;1;0.0344;0.00334;0.00307;0.148;0.272;159.992;302467;3
2Q7QUy1t3wHhoUWA7v9aYH;spotify:track:2Q7QUy1t3wHhoUWA7v9aYH;Julian Casablancas;All Wordz Are Made Up;0.69;0.972;1;-3.396;0;0.0539;0.00179;0.412;0.0935;0.744;111.985;199320;4
5TwoxEjXr16mhIPGR7oZTc;spotify:track:5TwoxEjXr16mhIPGR7oZTc;Julian Casablancas;Tourist;0.373;0.863;6;-2.872;0;0.0356;0.00371;0.152;0.186;0.654;148.824;302947;4
1NGodWzGlxxkOrgqHO6g3K;spotify:track:1NGodWzGlxxkOrgqHO6g3K;Julian Casablancas;The Eternal Tao;0.703;0.79;8;-4.212;1;0.0807;0.0115;9.59e-06;0.352;0.635;135.362;223633;4
1OMyVgjCj8fHdwNZMt28eN;spotify:track:1OMyVgjCj8fHdwNZMt28eN;Julian Casablancas;Pointlessness;0.262;0.631;6;-5.781;0;0.0394;0.128;0.102;0.0829;0.0516;130.104;315427;4
4nVOB6SE1RxldJIzIEEsk0;spotify:track:4nVOB6SE1RxldJIzIEEsk0;Julian Casablancas;One of the Ones;0.43;0.828;0;-2.544;1;0.0432;0.0011;0.00513;0.19;0.455;111.02;158320;4
31F8CR6uVIwO7pvftBnF2Y;spotify:track:31F8CR6uVIwO7pvftBnF2Y;Julian Casablancas;Glass;0.26;0.744;10;-3.531;1;0.0441;0.0212;0.611;0.187;0.169;200.205;324653;4
62JrUht3IRKy4OovuZXfNS;spotify:track:62JrUht3IRKy4OovuZXfNS;Julian Casablancas;My Friend The Walls;0.232;0.974;7;-2.963;0;0.159;0.118;0.00113;0.196;0.262;90.676;242853;4
7gwuLmdWVfHi35OU07U60N;spotify:track:7gwuLmdWVfHi35OU07U60N;Julian Casablancas;Think Before You Drink;0.418;0.448;0;-4.503;1;0.0363;0.805;0.896;0.12;0.403;115.105;166933;4
5u2K9LQijJl7FRgPXBBGhk;spotify:track:5u2K9LQijJl7FRgPXBBGhk;Julian Casablancas;River of Brakelights;0.378;0.938;6;-2.186;1;0.0996;0.00142;0.0121;0.0766;0.402;154.049;313107;4
3QFwqMCEkE5ZItQhMksIbB;spotify:track:3QFwqMCEkE5ZItQhMksIbB;Julian Casablancas;Dare I Care;0.233;0.924;11;-5.304;0;0.111;0.0291;0.075;0.182;0.295;106.913;385228;4
709TS0mvoyISKvljXUBcnD;spotify:track:709TS0mvoyISKvljXUBcnD;Julian Casablancas;We're Where We Were;0.516;0.931;6;-4.014;0;0.0743;0.00177;0.693;0.0884;0.295;163.994;226373;4
0zjJCu74zK2nPlmM4Cgz3A;spotify:track:0zjJCu74zK2nPlmM4Cgz3A;Julian Casablancas;Crunch Punch;0.368;0.916;1;-4.116;1;0.122;0.0745;1.68e-05;0.152;0.3;137.143;290638;4
2Fqc3RHu9wA1mBhKLgejWp;spotify:track:2Fqc3RHu9wA1mBhKLgejWp;Julian Casablancas;Take Me in Your Army;0.596;0.901;3;-6.16;0;0.0359;0.333;0.608;0.141;0.391;105.28;260937;4
2Vh1sY6rg8JQPk7DyHLskI;spotify:track:2Vh1sY6rg8JQPk7DyHLskI;Julian Casablancas;Ludlow St.;0.395;0.761;4;-4.619;1;0.0491;0.0471;0.0246;0.115;0.447;187.079;345133;3
05ABdiQ8D9XLD5w431Hu4y;spotify:track:05ABdiQ8D9XLD5w431Hu4y;Julian Casablancas;Black Hole;0.194;0.971;9;-1.742;1;0.197;0.000694;0.00362;0.705;0.286;144.413;195000;4
739wgqW608GZoyfLHFLsPy;spotify:track:739wgqW608GZoyfLHFLsPy;Julian Casablancas;Leave It In My Dreams;0.6;0.746;4;-4.696;0;0.0355;0.0226;0.0119;0.109;0.614;118.551;239442;4
1VeHgjA3KTfiMYM4pL1nXX;spotify:track:1VeHgjA3KTfiMYM4pL1nXX;Julian Casablancas;Father Electricity;0.44;0.942;2;-5.046;1;0.175;0.124;0.554;0.331;0.228;130.446;443794;4
13KXeGtc1zYLzvPj3CgLcy;spotify:track:13KXeGtc1zYLzvPj3CgLcy;Julian Casablancas;Nintendo Blood;0.436;0.97;0;-3.1;1;0.108;0.0252;0.00519;0.149;0.402;105.888;354926;4
7CXtkAuTbzAUcWDCStJcnN;spotify:track:7CXtkAuTbzAUcWDCStJcnN;Julian Casablancas;Human Sadness;0.231;0.752;0;-4.744;1;0.046;0.231;0.781;0.113;0.115;122.901;656901;4
3dWaDHwsvudH9vywNjVUVf;spotify:track:3dWaDHwsvudH9vywNjVUVf;Julian Casablancas;Johan Von Bronx;0.246;0.9;2;-4.292;1;0.0667;0.00379;0.0019;0.147;0.136;146.914;361064;4
6hyDONyubATZ5eimv7ll62;spotify:track:6hyDONyubATZ5eimv7ll62;Julian Casablancas;Business Dog;0.279;0.92;4;-4.26;1;0.0634;0.0614;0.946;0.368;0.38;93.067;155298;4
3znlqkw0V8tdXDhsCQcjIo;spotify:track:3znlqkw0V8tdXDhsCQcjIo;Julian Casablancas;M.utually A.ssured D.estruction;0.2;0.962;7;-3.87;1;0.0676;0.0065;0.779;0.129;0.128;131.887;152816;4
0EH07hS7lnqoNnRet0g2oJ;spotify:track:0EH07hS7lnqoNnRet0g2oJ;Julian Casablancas;Xerox;0.36;0.871;10;-4.948;0;0.0422;0.0108;0.052;0.124;0.736;88.079;305293;4
5ruzrDWcT0vuJIOMW7gMnW;spotify:track:5ruzrDWcT0vuJIOMW7gMnW;The Strokes;The Adults Are Talking;0.593;0.749;5;-5.67;1;0.0475;0.0113;0.106;0.314;0.649;164.959;309053;4
3jjQHULAVn71k40mKwGMiV;spotify:track:3jjQHULAVn71k40mKwGMiV;The Strokes;Juicebox;0.462;0.981;2;-2.371;0;0.127;0.00166;0.00894;0.0856;0.547;154.995;194573;4
7kzKAuUzOITUauHAhoMoxA;spotify:track:7kzKAuUzOITUauHAhoMoxA;The Strokes;Last Nite;0.624;0.91;0;-5.703;1;0.0297;0.0285;0.000198;0.0789;0.767;104.042;193051;4
57Xjny5yNzAcsxnusKmAfA;spotify:track:57Xjny5yNzAcsxnusKmAfA;The Strokes;Reptilia;0.489;0.649;9;-5.11;1;0.0336;0.000603;0.713;0.101;0.77;158.009;219827;4
4fPBB44eDH71YohayI4eKV;spotify:track:4fPBB44eDH71YohayI4eKV;The Strokes;You Only Live Once;0.63;0.908;11;-2.42;1;0.0326;0.0238;0.592;0.116;0.968;120.522;189227;4
56NkIxSZZiMpFP5ZNSxtnT;spotify:track:56NkIxSZZiMpFP5ZNSxtnT;The Strokes;Someday;0.542;0.531;9;-7.481;1;0.0301;0.0033;1.51e-06;0.338;0.671;105.97;183391;4
2moifOsda5B1NR0A72HTuK;spotify:track:2moifOsda5B1NR0A72HTuK;The Strokes;Reptilia;0.485;0.645;9;-5.108;1;0.0331;0.000578;0.752;0.0916;0.789;158.069;221600;4
3Y4rUyw7XBCK6hGHCOt6rp;spotify:track:3Y4rUyw7XBCK6hGHCOt6rp;The Strokes;Call It Fate, Call It Karma;0.544;0.241;4;-14.779;0;0.03;0.983;0.774;0.101;0.359;109.437;204773;4
2t0wwvR15fc3K1ey8OiOaN;spotify:track:2t0wwvR15fc3K1ey8OiOaN;The Strokes;Selfless;0.538;0.679;4;-4.297;1;0.0333;0.191;0.00175;0.0889;0.0888;121.99;222093;4
6u0x5ad9ewHvs3z6u9Oe3c;spotify:track:6u0x5ad9ewHvs3z6u9Oe3c;The Strokes;Under Cover of Darkness;0.35;0.775;11;-3.364;1;0.054;0.00433;0.283;0.0676;0.588;199.866;235547;4
